INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
222004839,3802,,M/V ACCIDENT - PROPERTY DAMAGE,C11, ,0,22-01-2022 09:08,2022,1,Saturday,9,,"DORCHESTER AVE & WHITTEN ST
DORCHESTER  MA 02124
U",42.29269398,-71.06236497,"(42.29269398450538, -71.06236497399918)"
222004838,3502,,MISSING PERSON - LOCATED,E18, ,0,22-01-2022 08:33,2022,1,Saturday,8,,CLARE AVE,42.27544488,-71.11869065,"(42.27544487999298, -71.11869065205482)"
222004837,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,A1,65,0,22-01-2022 09:13,2022,1,Saturday,9,,STANIFORD ST,42.36243437,-71.0639181,"(42.362434365137226, -71.0639180988256)"
222004836,3410,,TOWED MOTOR VEHICLE,D4, ,0,22-01-2022 07:25,2022,1,Saturday,7,,QUEENSBERRY ST,42.3420038,-71.10011169,"(42.34200380103656, -71.1001116892184)"
222004834,3114,,INVESTIGATE PROPERTY,D4, ,0,22-01-2022 03:30,2022,1,Saturday,3,,E LENOX ST,42.33437384,-71.07793188,"(42.334373841012436, -71.07793187995318)"
222004833,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,A15, ,0,22-01-2022 08:00,2022,1,Saturday,8,,MEDFORD ST,42.38374886,-71.06949131,"(42.383748862367106, -71.06949130509116)"
222004832,2905,,VAL - VIOLATION OF AUTO LAW,A1, ,0,18-01-2022 14:20,2022,1,Tuesday,14,,LINCOLN ST,42.35043297,-71.05873158,"(42.35043296884183, -71.05873157807835)"
222004831,423,,ASSAULT - AGGRAVATED,, ,0,21-01-2022 22:30,2022,1,Friday,22,,"BOYLSTON STREET & WASHINGTON STREET
BOSTON  MA 021",0,0,"(0, 0)"
222004830,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,C6, ,0,22-01-2022 07:56,2022,1,Saturday,7,,CLAPP ST,42.32308771,-71.06239509,"(42.323087712161325, -71.06239508798164)"
222004829,2905,,VAL - VIOLATION OF AUTO LAW,A1, ,0,18-01-2022 15:31,2022,1,Tuesday,15,,HARRISON AVENUE EXT,42.3528186,-71.06141784,"(42.3528186031706, -71.06141783538244)"
222004827,3301,,VERBAL DISPUTE,A7, ,0,22-01-2022 06:39,2022,1,Saturday,6,,PORTER ST,42.37130572,-71.03293712,"(42.371305720173496, -71.03293712317534)"
222004824,3112,,LANDLORD - TENANT,B3,465,0,22-01-2022 07:00,2022,1,Saturday,7,,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482576580488, -71.09137368938802)"
222004822,3115,,INVESTIGATE PERSON,B3, ,0,22-01-2022 04:26,2022,1,Saturday,4,,BLUE HILL AVE,42.30082268,-71.08589873,"(42.300822675630805, -71.08589872678313)"
222004821,3115,,INVESTIGATE PERSON,C6, ,0,22-01-2022 03:54,2022,1,Saturday,3,,W BROADWAY,42.33930416,-71.05160423,"(42.33930415714226, -71.05160423007139)"
222004820,801,,ASSAULT - SIMPLE,A1, ,0,22-01-2022 04:36,2022,1,Saturday,4,,TREMONT ST,42.3569211,-71.0615294,"(42.356921104103904, -71.06152940460662)"
222004818,1402,,VANDALISM,D4, ,0,22-01-2022 04:16,2022,1,Saturday,4,,HARRISON AVE,42.34329795,-71.06458096,"(42.34329794595815, -71.06458096424923)"
222004817,3802,,M/V ACCIDENT - PROPERTY DAMAGE,B3, ,0,22-01-2022 02:22,2022,1,Saturday,2,,GLEASON ST,42.29755695,-71.08182045,"(42.29755695123682, -71.08182045152591)"
222004811,3801,,M/V ACCIDENT - OTHER,B2, ,0,22-01-2022 03:18,2022,1,Saturday,3,,"MAGAZINE ST & NORFOLK AVE
ROXBURY  MA 02119
UNITED",42.32667801,-71.07148103,"(42.326678008236314, -71.07148103115406)"
222004810,3207,,PROPERTY - FOUND,D4, ,0,22-01-2022 03:19,2022,1,Saturday,3,,HARRISON AVE,42.33954199,-71.06940877,"(42.33954198983014, -71.06940876967543)"
222004809,3301,,VERBAL DISPUTE,B3,445,0,21-01-2022 23:54,2022,1,Friday,23,,GREENWOOD ST,42.30007731,-71.07990164,"(42.30007731353582, -71.07990163975134)"
222004808,3801,,M/V ACCIDENT - OTHER,E13, ,0,22-01-2022 02:39,2022,1,Saturday,2,,W WALNUT PARK,42.31720702,-71.09879922,"(42.317207023394126, -71.09879921649038)"
222004806,3114,,INVESTIGATE PROPERTY,E5, ,0,22-01-2022 01:39,2022,1,Saturday,1,,MARION ST,42.28741436,-71.11997361,"(42.287414361060314, -71.11997361166955)"
222004805,301,,ROBBERY,D14, ,0,21-01-2022 23:00,2022,1,Friday,23,,"BRIGHTON AVE & ALLSTON ST
BOSTON  MA 02134
UNITED ",42.35326998,-71.13437002,"(42.353269981950035, -71.13437002196149)"
222004803,3802,,M/V ACCIDENT - PROPERTY DAMAGE,B2,329,0,22-01-2022 02:36,2022,1,Saturday,2,,GENEVA AVE,42.30767844,-71.08050401,"(42.30767843865045, -71.08050400545905)"
222004801,3802,,M/V ACCIDENT - PROPERTY DAMAGE,C6, ,0,22-01-2022 01:15,2022,1,Saturday,1,,"W BROADWAY & DORCHESTER ST
SOUTH BOSTON  MA 02127
",42.33545297,-71.04551906,"(42.3354529658162, -71.04551905575198)"
222004800,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,D4, ,0,22-01-2022 02:20,2022,1,Saturday,2,,BOYLSTON ST,42.34710196,-71.08841746,"(42.34710196239873, -71.08841745624566)"
222004799,801,,ASSAULT - SIMPLE,C6, ,0,22-01-2022 00:22,2022,1,Saturday,0,,MARINA PARK DR,42.35300247,-71.0450227,"(42.353002465193654, -71.04502270361397)"
222004796,3410,,TOWED MOTOR VEHICLE,A1, ,0,22-01-2022 00:56,2022,1,Saturday,0,,WARRENTON ST,42.35066174,-71.06602232,"(42.350661739044675, -71.0660223169682)"
222004795,1831,,SICK ASSIST,D4, ,0,22-01-2022 01:03,2022,1,Saturday,1,,FENWAY,42.34227908,-71.09152151,"(42.342279076468, -71.09152150671211)"
222004794,1402,,VANDALISM,A15, ,0,22-01-2022 01:37,2022,1,Saturday,1,,MAIN ST,42.37724912,-71.06673435,"(42.37724911577303, -71.06673434813102)"
222004792,801,,ASSAULT - SIMPLE,A1,121,0,22-01-2022 00:00,2022,1,Saturday,0,,STUART ST,42.35106637,-71.06549569,"(42.35106637179275, -71.06549569082702)"
222004791,3114,,INVESTIGATE PROPERTY,C6, ,0,21-01-2022 23:33,2022,1,Friday,23,,FAN PIER BLVD,42.35396651,-71.04520205,"(42.353966514023014, -71.04520205229427)"
222004790,3201,,PROPERTY - LOST/ MISSING,B2, ,0,21-01-2022 22:34,2022,1,Friday,22,,FRANCIS ST,42.33538444,-71.10677965,"(42.33538443957382, -71.10677964872764)"
222004789,3410,,TOWED MOTOR VEHICLE,D14, ,0,22-01-2022 01:08,2022,1,Saturday,1,,LINDEN ST,42.35540113,-71.13090649,"(42.355401129876554, -71.13090648919811)"
222004788,3115,,INVESTIGATE PERSON,D14, ,0,21-01-2022 23:53,2022,1,Friday,23,,MANSFIELD ST,42.35752408,-71.13077384,"(42.35752408143303, -71.1307738392074)"
222004786,1831,,SICK ASSIST,D4, ,0,22-01-2022 00:28,2022,1,Saturday,0,,CLARENDON ST,42.34679469,-71.07329384,"(42.346794694700115, -71.07329384074134)"
222004785,3115,,INVESTIGATE PERSON,B3, ,0,22-01-2022 00:10,2022,1,Saturday,0,,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482576580488, -71.09137368938802)"
222004784,423,,ASSAULT - AGGRAVATED,A1, ,0,22-01-2022 00:32,2022,1,Saturday,0,,CAUSEWAY ST,42.36474297,-71.06256982,"(42.36474297321898, -71.06256982498273)"
222004782,3115,,INVESTIGATE PERSON,D14, ,0,22-01-2022 00:21,2022,1,Saturday,0,,CAMELOT CT,42.35007312,-71.14108202,"(42.350073117560626, -71.14108202379664)"
222004781,3802,,M/V ACCIDENT - PROPERTY DAMAGE,C11, ,0,21-01-2022 23:52,2022,1,Friday,23,,DORCHESTER AVE,42.2783992,-71.06636305,"(42.27839920113053, -71.06636305093119)"
222004779,3115,,INVESTIGATE PERSON,D14, ,0,21-01-2022 23:52,2022,1,Friday,23,,COMMONWEALTH AVE,42.34866488,-71.13885318,"(42.348664883669045, -71.13885317888634)"
222004778,801,,ASSAULT - SIMPLE,A1, ,0,21-01-2022 23:49,2022,1,Friday,23,,"TREMONT ST & BOYLSTON ST
BOSTON  MA 02116
UNITED S",42.35235997,-71.06458004,"(42.3523599706998, -71.06458004489515)"
222004776,520,,BURGLARY - RESIDENTIAL,D14, ,0,22-01-2022 00:00,2022,1,Saturday,0,,WADSWORTH ST,42.35502953,-71.12589424,"(42.355029531185316, -71.1258942418087)"
222004774,3115,,INVESTIGATE PERSON,E5, ,0,21-01-2022 23:21,2022,1,Friday,23,,WASHINGTON ST,42.26716726,-71.15073491,"(42.26716725505801, -71.15073491192315)"
222004773,1831,,SICK ASSIST,A1, ,0,21-01-2022 23:21,2022,1,Friday,23,,FULTON ST,42.36293611,-71.05253795,"(42.36293610909294, -71.0525379472723)"
222004772,3115,,INVESTIGATE PERSON,B3, ,0,21-01-2022 23:19,2022,1,Friday,23,,DELHI ST,42.27607035,-71.0896364,"(42.276070345501985, -71.08963639628644)"
222004771,3115,,INVESTIGATE PERSON,D4,129,0,21-01-2022 23:21,2022,1,Friday,23,,ARLINGTON ST,42.35061995,-71.07009458,"(42.35061995071376, -71.07009457640356)"
222004770,3115,,INVESTIGATE PERSON,B3,418,0,21-01-2022 23:15,2022,1,Friday,23,,SELDEN ST,42.28089366,-71.08037468,"(42.280893655822176, -71.0803746810546)"
222004768,3114,,INVESTIGATE PROPERTY,C11, ,1,21-01-2022 22:06,2022,1,Friday,22,,"ADAMS ST & CENTRE ST
BOSTON  MA 02122
UNITED STATE",42.29516002,-71.05621996,"(42.29516001988366, -71.0562199613459)"
222004766,3410,,TOWED MOTOR VEHICLE,A7, ,0,21-01-2022 21:33,2022,1,Friday,21,,BARNES AVE,42.38636081,-71.0046387,"(42.38636080582641, -71.00463869560986)"
222004765,3114,,INVESTIGATE PROPERTY,B2,329,0,21-01-2022 22:44,2022,1,Friday,22,,BLUE HILL AVE,42.30938437,-71.08262277,"(42.309384374119325, -71.08262277183324)"
222004764,3115,,INVESTIGATE PERSON,D14, ,0,21-01-2022 22:08,2022,1,Friday,22,,MARKET ST,42.35126907,-71.15215623,"(42.35126907076685, -71.15215623056217)"
222004763,3115,,INVESTIGATE PERSON,C11,355,0,21-01-2022 07:40,2022,1,Friday,7,,GIBSON ST,42.29755533,-71.0597091,"(42.29755532959655, -71.05970910242573)"
222004760,1831,,SICK ASSIST,B2, ,0,21-01-2022 21:50,2022,1,Friday,21,,MORLEY ST,42.32903974,-71.09211648,"(42.32903973548924, -71.09211647782806)"
222004759,1831,,SICK ASSIST,D4,627,0,21-01-2022 21:09,2022,1,Friday,21,,PETERBOROUGH ST,42.34280177,-71.1006951,"(42.342801767966044, -71.10069509976204)"
222004758,423,,ASSAULT - AGGRAVATED,B2,612,0,21-01-2022 21:32,2022,1,Friday,21,,FRANCIS ST,42.33538444,-71.10677965,"(42.33538443957382, -71.10677964872764)"
222004757,3114,,INVESTIGATE PROPERTY,B3,459,0,21-01-2022 22:15,2022,1,Friday,22,,SEAVER ST,42.30379334,-71.08183636,"(42.3037933382143, -71.08183635972729)"
222004756,3114,,INVESTIGATE PROPERTY,B3,450,0,21-01-2022 21:51,2022,1,Friday,21,,ROSEDALE ST,42.29244178,-71.07320696,"(42.29244178192144, -71.07320695716129)"
222004754,3301,,VERBAL DISPUTE,D4, ,0,21-01-2022 21:03,2022,1,Friday,21,,RUTLAND ST,42.34020387,-71.07645111,"(42.34020387362648, -71.07645111113312)"
222004753,520,,BURGLARY - RESIDENTIAL,B2, ,0,21-01-2022 09:05,2022,1,Friday,9,,WAIT ST,42.33302058,-71.1062127,"(42.333020578956784, -71.10621270062023)"
222004752,724,,AUTO THEFT,, ,0,21-01-2022 11:00,2022,1,Friday,11,,"HANCOCK STREET & DORCHESTER AVENUE
DORCHESTER  MA ",42.30799703,-71.05833797,"(42.307997029276784, -71.05833796764078)"
222004751,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14, ,0,21-01-2022 18:27,2022,1,Friday,18,,QUINT AVE,42.35053763,-71.1334484,"(42.35053762940423, -71.13344839668993)"
222004747,3006,,SICK/INJURED/MEDICAL - PERSON,D4, ,0,21-01-2022 18:45,2022,1,Friday,18,,HARRISON AVE,42.33455374,-71.07560801,"(42.33455373593907, -71.07560801275244)"
222004746,3301,,VERBAL DISPUTE,A7, ,0,21-01-2022 20:42,2022,1,Friday,20,,CHELSEA ST,42.37757302,-71.02985538,"(42.37757302269145, -71.02985538187083)"
222004744,613,,LARCENY SHOPLIFTING,A1, ,0,21-01-2022 20:35,2022,1,Friday,20,,WASHINGTON ST,42.35512339,-71.0608798,"(42.355123390368036, -71.06087979851635)"
222004743,1831,,SICK ASSIST,D14, ,0,21-01-2022 00:00,2022,1,Friday,0,,KELTON ST,42.34690448,-71.136914,"(42.34690447909521, -71.13691399896604)"
222004742,619,,LARCENY ALL OTHERS,A1, ,0,21-01-2022 20:43,2022,1,Friday,20,,"WINTER PL & WINTER ST
BOSTON  MA 02111
UNITED STAT",42.35579897,-71.06128195,"(42.35579897229036, -71.06128195012624)"
222004741,3802,,M/V ACCIDENT - PROPERTY DAMAGE,C11, ,0,21-01-2022 20:33,2022,1,Friday,20,,"FREEPORT ST & PARK ST
DORCHESTER  MA 02122
UNITED ",42.30293502,-71.05259603,"(42.30293502075989, -71.05259602774741)"
222002681,613,,LARCENY SHOPLIFTING,C6,186,0,13-01-2022 13:39,2022,1,Thursday,13,,DISTRICT AVE,0,0,"(0, 0)"
222004740,3115,,INVESTIGATE PERSON,E13,574,0,21-01-2022 16:00,2022,1,Friday,16,,WASHINGTON ST,42.30971857,-71.10429432,"(42.30971856767274, -71.10429431787648)"
222004739,3114,,INVESTIGATE PROPERTY,E13,574,0,21-01-2022 21:03,2022,1,Friday,21,,WASHINGTON ST,42.30971857,-71.10429432,"(42.30971856767274, -71.10429431787648)"
222004738,3115,,INVESTIGATE PERSON,E13,574,0,19-01-2022 16:00,2022,1,Wednesday,16,,WASHINGTON ST,42.30971857,-71.10429432,"(42.30971856767274, -71.10429431787648)"
222004737,619,,LARCENY ALL OTHERS,B2, ,0,21-01-2022 20:18,2022,1,Friday,20,,SEAVER ST,42.30505376,-71.08403633,"(42.305053762619885, -71.08403633216712)"
222004736,1402,,VANDALISM,E13,574,0,21-01-2022 09:30,2022,1,Friday,9,,WASHINGTON ST,42.30971857,-71.10429432,"(42.30971856767274, -71.10429431787648)"
222004734,1831,,SICK ASSIST,D14, ,0,21-01-2022 08:25,2022,1,Friday,8,,WARREN ST,42.34946444,-71.14270449,"(42.34946443646394, -71.14270449055681)"
222004733,3801,,M/V ACCIDENT - OTHER,D4, ,0,21-01-2022 20:27,2022,1,Friday,20,,TREMONT ST,42.34324642,-71.07297643,"(42.34324641652629, -71.07297643460703)"
222004732,3006,,SICK/INJURED/MEDICAL - PERSON,A15, ,0,21-01-2022 19:20,2022,1,Friday,19,,"PARKER ST & HADLEY ST
CHARLESTOWN  MA 02129
UNITED",42.38252502,-71.07953303,"(42.38252501812617, -71.0795330280012)"
222004730,3115,,INVESTIGATE PERSON,D14, ,0,21-01-2022 19:08,2022,1,Friday,19,,BIGELOW ST,42.35599529,-71.16516586,"(42.35599528637723, -71.16516585838718)"
222004729,3503,,MISSING PERSON - NOT REPORTED - LOCATED,B3,465,0,21-01-2022 19:43,2022,1,Friday,19,,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482576580488, -71.09137368938802)"
222004726,3410,,TOWED MOTOR VEHICLE,D14,816,0,21-01-2022 00:00,2022,1,Friday,0,,COOLIDGE RD,42.35971718,-71.12949715,"(42.359717184568844, -71.1294971499109)"
222004725,3115,,INVESTIGATE PERSON,D14, ,0,21-01-2022 18:17,2022,1,Friday,18,,GLENVILLE AVE,42.34900457,-71.13649962,"(42.349004572543784, -71.1364996220963)"
222004724,1831,,SICK ASSIST,E5,733,0,21-01-2022 17:50,2022,1,Friday,17,,PERHAM ST,42.28480042,-71.16646803,"(42.28480041545073, -71.16646803391497)"
222004723,1831,,SICK ASSIST,E13, ,0,21-01-2022 19:01,2022,1,Friday,19,,WACHUSETT ST,42.29690053,-71.11259518,"(42.29690053464153, -71.11259518290177)"
222004722,1402,,VANDALISM,C11, ,0,21-01-2022 18:58,2022,1,Friday,18,,ADAMS ST,42.30497366,-71.06134412,"(42.30497365532599, -71.06134411800075)"
222004721,3114,,INVESTIGATE PROPERTY,B3,465,0,21-01-2022 18:00,2022,1,Friday,18,,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482576580488, -71.09137368938802)"
222004720,3410,,TOWED MOTOR VEHICLE,D4, ,0,21-01-2022 18:23,2022,1,Friday,18,,MARLBOROUGH ST,42.34979403,-71.0903464,"(42.349794034113955, -71.09034640407313)"
222004719,3114,,INVESTIGATE PROPERTY,C6, ,0,21-01-2022 18:55,2022,1,Friday,18,,DORCHESTER AVENUE,0,0,"(0, 0)"
222004718,520,,BURGLARY - RESIDENTIAL,E13,574,0,21-01-2022 19:36,2022,1,Friday,19,,WASHINGTON ST,42.30971857,-71.10429432,"(42.30971856767274, -71.10429431787648)"
222004717,724,,AUTO THEFT,D4, ,0,21-01-2022 19:35,2022,1,Friday,19,,HARRISON AVE,42.33954199,-71.06940877,"(42.33954198983014, -71.06940876967543)"
222004715,3111,,LICENSE PREMISE VIOLATION,B2, ,0,21-01-2022 18:58,2022,1,Friday,18,,STOUGHTON ST,42.3166175,-71.06407827,"(42.31661749735653, -71.0640782725732)"
222004714,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,28,0,21-01-2022 17:55,2022,1,Friday,17,,PARIS ST,42.37081805,-71.03929078,"(42.3708180467024, -71.03929078135145)"
222004713,613,,LARCENY SHOPLIFTING,A15, ,0,21-01-2022 18:30,2022,1,Friday,18,,AUSTIN ST,42.37479451,-71.06600871,"(42.374794506784056, -71.06600871043159)"
222004712,3502,,MISSING PERSON - LOCATED,B3, ,0,21-01-2022 19:22,2022,1,Friday,19,,ATHELWOLD ST,42.29603943,-71.07717023,"(42.29603943268038, -71.0771702275424)"
222004710,301,,ROBBERY,A1, ,0,21-01-2022 18:52,2022,1,Friday,18,,HANOVER ST,42.36683278,-71.05261725,"(42.366832776023074, -71.05261725308581)"
222004709,3801,,M/V ACCIDENT - OTHER,C6,186,0,21-01-2022 16:31,2022,1,Friday,16,,ALLSTATE RD,42.32809966,-71.06321676,"(42.32809966041151, -71.06321676048991)"
222004707,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3, ,0,21-01-2022 18:29,2022,1,Friday,18,,"MORTON ST & NORFOLK ST
DORCHESTER  MA 02124
UNITED",42.28156495,-71.08701697,"(42.28156495479419, -71.08701696684585)"
222004706,1831,,SICK ASSIST,E13, ,0,21-01-2022 16:48,2022,1,Friday,16,,CENTRE ST,42.32283759,-71.10096723,"(42.32283758702995, -71.10096722512631)"
222004705,619,,LARCENY ALL OTHERS,D14,770,0,21-01-2022 15:24,2022,1,Friday,15,,SURREY ST,42.35047,-71.15482225,"(42.35047000161731, -71.1548222468824)"
222004703,617,,LARCENY THEFT FROM BUILDING,D4,167,0,21-01-2022 18:41,2022,1,Friday,18,,HARRISON AVE,42.33954199,-71.06940877,"(42.33954198983014, -71.06940876967543)"
222004702,3801,,M/V ACCIDENT - OTHER,B2, ,0,21-01-2022 18:18,2022,1,Friday,18,,"PRENTISS ST & TREMONT ST
ROXBURY  MA 02120
UNITED ",42.332934,-71.09240494,"(42.33293399891861, -71.09240494335069)"
222004701,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,28,0,21-01-2022 16:11,2022,1,Friday,16,,PARIS ST,42.37081805,-71.03929078,"(42.3708180467024, -71.03929078135145)"
222004700,3301,,VERBAL DISPUTE,A1, ,0,21-01-2022 18:23,2022,1,Friday,18,,"KILBY ST & MILK ST
BOSTON  MA 02109
UNITED STATES",42.35733998,-71.05488005,"(42.357339977737524, -71.05488005307711)"
222004699,3115,,INVESTIGATE PERSON,C11, ,0,21-01-2022 18:26,2022,1,Friday,18,,GIBSON ST,42.29755533,-71.0597091,"(42.29755532959655, -71.05970910242573)"
222004697,3115,,INVESTIGATE PERSON,B3, ,0,21-01-2022 17:10,2022,1,Friday,17,,EDSON ST,42.28623708,-71.07768279,"(42.286237082705114, -71.07768279210775)"
222004696,613,,LARCENY SHOPLIFTING,A1, ,0,21-01-2022 17:52,2022,1,Friday,17,,WASHINGTON ST,42.35680075,-71.05893025,"(42.356800751725004, -71.05893024772989)"
222004695,724,,AUTO THEFT,C11, ,0,21-01-2022 17:47,2022,1,Friday,17,,E COTTAGE ST,42.31907295,-71.05985929,"(42.31907295242837, -71.05985929375433)"
222004693,3115,,INVESTIGATE PERSON,D14, ,0,21-01-2022 17:02,2022,1,Friday,17,,HOLTON ST,42.36068158,-71.13876011,"(42.36068157929284, -71.13876011117958)"
222004692,801,,ASSAULT - SIMPLE,E13, ,0,21-01-2022 17:35,2022,1,Friday,17,,WASHINGTON ST,42.31538436,-71.09870021,"(42.31538436307494, -71.09870021376588)"
222004691,540,,BURGLARY - COMMERICAL,A7, ,0,21-01-2022 15:41,2022,1,Friday,15,,WILLIAM F MCCLELLAN HWY,42.38777475,-71.01769231,"(42.3877747458985, -71.0176923100685)"
222004690,1831,,SICK ASSIST,E5, ,0,21-01-2022 17:09,2022,1,Friday,17,,BELGRADE AVE,42.28608881,-71.14255416,"(42.286088807039796, -71.14255415801128)"
222004689,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,29,0,21-01-2022 17:15,2022,1,Friday,17,,"CHELSEA ST & PORTER ST
EAST BOSTON  MA 02128
UNITE",42.37276304,-71.035464,"(42.37276304176946, -71.03546399907135)"
222004686,1831,,SICK ASSIST,D4,162,0,21-01-2022 17:26,2022,1,Friday,17,,HARRISON AVE,42.34493428,-71.06366374,"(42.3449342783627, -71.06366373548889)"
222004685,3801,,M/V ACCIDENT - OTHER,B2, ,0,21-01-2022 16:31,2022,1,Friday,16,,"TREMONT ST & PRENTISS ST
BOSTON  MA 02120
UNITED S",42.33293998,-71.09238998,"(42.33293997783336, -71.09238998016465)"
222004683,3201,,PROPERTY - LOST/ MISSING,D4, ,0,20-01-2022 01:00,2022,1,Thursday,1,,BEACON ST,42.35172174,-71.08624608,"(42.35172173959798, -71.08624607736272)"
222004680,1402,,VANDALISM,B2, ,0,21-01-2022 14:51,2022,1,Friday,14,,HUMBOLDT AVE,42.31024899,-71.0918393,"(42.31024898816522, -71.09183930120498)"
222004679,3502,,MISSING PERSON - LOCATED,D4, ,0,21-01-2022 15:40,2022,1,Friday,15,,HAMMOND ST,42.33503481,-71.08240248,"(42.33503480952617, -71.08240248062698)"
222004677,3115,,INVESTIGATE PERSON,A1, ,0,21-01-2022 16:09,2022,1,Friday,16,,WASHINGTON ST,42.35591935,-71.06000539,"(42.35591934853282, -71.06000538982026)"
222004676,1831,,SICK ASSIST,C11, ,0,21-01-2022 16:16,2022,1,Friday,16,,HAMILTON ST,42.30658655,-71.06747889,"(42.306586549100324, -71.06747888902795)"
222004675,3115,,INVESTIGATE PERSON,B3, ,0,21-01-2022 16:02,2022,1,Friday,16,,WALK HILL ST,42.27791465,-71.09452937,"(42.27791464599671, -71.09452936620902)"
222004674,617,,LARCENY THEFT FROM BUILDING,B2, ,0,21-01-2022 13:00,2022,1,Friday,13,,HIGHLAND ST,42.32401893,-71.09680779,"(42.3240189278616, -71.09680778715371)"
222004672,2610,,TRESPASSING,D4, ,0,21-01-2022 15:25,2022,1,Friday,15,,HUNTINGTON AVE,42.34749899,-71.07925506,"(42.347498990301546, -71.07925505600643)"
222004671,1831,,SICK ASSIST,B2, ,0,21-01-2022 16:15,2022,1,Friday,16,,HUNTINGTON AVE,42.33332888,-71.10659534,"(42.33332887521637, -71.10659533965244)"
222004670,3802,,M/V ACCIDENT - PROPERTY DAMAGE,E18,520,0,19-01-2022 16:40,2022,1,Wednesday,16,,HYDE PARK AVE,42.25621592,-71.12401947,"(42.256215920402155, -71.12401947329023)"
222004669,617,,LARCENY THEFT FROM BUILDING,A15, ,0,20-01-2022 20:00,2022,1,Thursday,20,,BUNKER HILL ST,42.37810754,-71.06005042,"(42.37810753688769, -71.06005041556433)"
222004667,615,,LARCENY THEFT OF MV PARTS & ACCESSORIES,D4,167,0,21-01-2022 17:06,2022,1,Friday,17,,HARRISON AVE,42.33954199,-71.06940877,"(42.33954198983014, -71.06940876967543)"
222004666,3115,,INVESTIGATE PERSON,E13, ,0,21-01-2022 16:06,2022,1,Friday,16,,CREIGHTON ST,42.32416446,-71.10782755,"(42.32416445862967, -71.10782754817427)"
222004665,1402,,VANDALISM,, ,0,21-01-2022 13:30,2022,1,Friday,13,,GENEVA AVENUE,0,0,"(0, 0)"
222004664,3115,,INVESTIGATE PERSON,D14, ,0,21-01-2022 16:26,2022,1,Friday,16,,BROOKS ST,42.3561377,-71.16238161,"(42.35613770108187, -71.16238160974838)"
222004662,613,,LARCENY SHOPLIFTING,A1, ,0,21-01-2022 16:09,2022,1,Friday,16,,WASHINGTON ST,42.35512339,-71.0608798,"(42.355123390368036, -71.06087979851635)"
222004661,3114,,INVESTIGATE PROPERTY,A1,61,0,21-01-2022 16:43,2022,1,Friday,16,,LEGENDS WAY,42.36643546,-71.06135413,"(42.36643546331782, -71.06135412537031)"
222004660,617,,LARCENY THEFT FROM BUILDING,D14, ,0,21-01-2022 15:05,2022,1,Friday,15,,SOUTH ST,42.3399985,-71.1567633,"(42.33999849925598, -71.15676330358711)"
222004659,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11, ,0,21-01-2022 07:30,2022,1,Friday,7,,GRANITE AVE,42.28128747,-71.05515251,"(42.28128746802138, -71.05515251476493)"
222004657,1831,,SICK ASSIST,D14, ,0,21-01-2022 15:40,2022,1,Friday,15,,SHANLEY ST,42.34846398,-71.15814967,"(42.34846398113033, -71.15814967179068)"
222004656,3820,,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,D4, ,0,21-01-2022 16:11,2022,1,Friday,16,,"HEMENWAY ST & WESTLAND AVE
BOSTON  MA 02115
UNITED",42.34395199,-71.08990701,"(42.34395199299343, -71.08990701276635)"
222004655,1402,,VANDALISM,B3,465,0,08-01-2022 18:00,2022,1,Saturday,18,,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482576580488, -71.09137368938802)"
222004652,615,,LARCENY THEFT OF MV PARTS & ACCESSORIES,D4,167,0,21-01-2022 16:16,2022,1,Friday,16,,HARRISON AVE,42.33954199,-71.06940877,"(42.33954198983014, -71.06940876967543)"
222004651,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2, ,0,21-01-2022 15:46,2022,1,Friday,15,,"WOODVILLE ST & BLUE HILL AVE
ROXBURY  MA 02119
UNI",42.32126399,-71.07748804,"(42.32126398568941, -71.07748803690929)"
222004650,3820,,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,D4, ,0,21-01-2022 15:16,2022,1,Friday,15,,"HARCOURT ST & HUNTINGTON AVE
BOSTON  MA 02199
UNIT",42.34701702,-71.079706,"(42.34701702299264, -71.07970600433511)"
